Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2019,Anukul Roy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,1,1/11,11,5.5,12,0,0
2024,Ramandeep Singh,1,0,35,35,35,17,205.88,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2022,Ramandeep Singh,5,2,45,14*,22.5,40,112.5,0,0,3,1,1,0,5,36,54,6,3/20,9.00,9.00,6.00,0,0
2024,Andre Russell,1,1,64,64*,0,25,256,0,1,3,7,0,0,1,12,25,2,2/25,12.50,12.5,6.00,0,0
2023,Andre Russell,14,3,227,42,20.64,156,145.51,0,0,13,18,6,0,14,91,172,7,3/22,24.57,11.34,13.00,0,0
2022,Andre Russell,14,3,335,70*,37.22,192,174.48,0,1,18,32,2,0,14,169,278,17,4/5,16.35,9.87,9.94,1,0
2021,Andre Russell,10,2,183,54,26.14,120,152.5,0,1,14,14,2,0,10,114,188,11,5/15,17.09,9.89,10.36,0,1
2020,Andre Russell,10,0,117,25,13.00,81,144.44,0,0,9,9,2,0,10,108,175,6,2/29,29.16,9.72,18.00,0,0
2019,Andre Russell,14,4,510,80*,56.66,249,204.81,0,4,31,52,4,0,14,181,287,11,2/21,26.09,9.51,16.45,0,0
2018,Andre Russell,16,3,316,88*,28.72,171,184.79,0,1,17,31,8,0,16,227,355,13,3/31,27.30,9.38,17.46,0,0
2016,Andre Russell,12,1,188,39*,26.85,114,164.91,0,0,10,15,2,0,12,219,291,15,4/20,19.40,7.97,14.60,1,0
2015,Andre Russell,13,2,326,66,36.22,169,192.89,0,3,35,19,6,0,13,244,324,14,3/32,23.14,7.96,17.42,0,0
2014,Andre Russell,2,0,2,1,1.00,8,25,0,0,0,0,0,0,2,30,52,1,1/25,52.00,10.4,30.00,0,0
2013,Andre Russell,3,0,11,7,5.50,14,78.57,0,0,0,0,0,0,3,42,68,0,0/13,0,9.71,0,0,0
2012,Andre Russell,4,0,47,31,23.50,26,180.76,0,0,3,3,0,0,4,96,161,1,1/51,161.00,10.06,96.00,0,0
2024,Venkatesh Iyer,1,0,7,7,7,5,140,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,Venkatesh Iyer,14,0,404,104,28.86,277,145.85,1,2,32,21,3,0,14,0,0,0,0,0,0,0,0,0
2022,Venkatesh Iyer,12,1,182,50*,16.55,169,107.69,0,1,17,7,4,0,12,24,46,0,0/8,0,11.50,0,0,0
2021,Venkatesh Iyer,10,1,370,67,41.11,288,128.47,0,4,37,14,7,0,10,51,69,3,2/29,23.00,8.11,17.00,0,0
2024,Suyash Sharma,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12,18,0,0/18,0,9,0,0,0
2023,Suyash Sharma,11,0,0,0,0,0,0,0,0,0,0,0,0,11,234,321,10,3/30,32.10,8.23,23.40,0,0
2021,Mujeeb Ur Rahman,1,1,1,1*,0,1,100,0,0,0,0,0,0,1,24,29,2,2/29,14.50,7.25,12.00,0,0
2020,Mujeeb Ur Rahman,2,0,1,1,1,3,33.33,0,0,0,0,0,0,2,48,83,0,0/39,0,10.37,0,0,0
2019,Mujeeb Ur Rahman,5,2,0,0*,0,4,0,0,0,0,0,1,0,5,114,191,3,2/31,63.66,10.05,38.00,0,0
2018,Mujeeb Ur Rahman,11,1,10,10*,10,7,142.85,0,0,2,0,1,0,11,248,289,14,3/27,20.64,6.99,17.71,0,0
2022,Dushmantha Chameera,12,4,43,17,10.75,28,153.57,0,0,3,3,2,0,12,264,384,9,2/17,42.67,8.73,29.33,0,0
No stats,Sakib Hussain,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Harshit Rana,1,0,0,0,0,0,0,0,0,0,0,1,0,1,24,33,3,3/33,11,8.25,8,0,0
2023,Harshit Rana,6,0,0,0,0.00,1,0.00,0,0,0,0,2,0,6,102,147,5,2/33,29.4,8.65,20.4,0,0
2022,Harshit Rana,2,1,2,2,2.00,2,100.00,0,0,0,0,0,0,2,30,51,1,1/24,51,10.2,30,0,0
2024,Sunil Narine,1,0,2,2,2,4,50,0,0,0,0,0,0,1,24,19,1,1/19,19,4.75,24,0,0
2023,Sunil Narine,14,3,21,7*,3,25,84,0,0,2,1,1,0,14,288,383,11,3/33,34.82,7.98,26.18,0,0
2022,Sunil Narine,14,2,71,22,8.88,40,177.5,0,0,6,6,3,0,14,336,312,9,2/21,34.67,5.57,37.33,0,0
2021,Sunil Narine,14,2,62,26,7.75,47,131.91,0,0,3,5,2,0,14,336,361,16,4/21,22.56,6.44,21,1,0
2020,Sunil Narine,10,0,121,64,13.44,85,142.35,0,1,10,8,2,0,10,228,302,5,2/28,60.4,7.94,45.6,0,0
2019,Sunil Narine,12,1,143,47,17.87,86,166.27,0,0,17,9,0,0,12,266,347,10,2/19,34.7,7.82,26.6,0,0
2018,Sunil Narine,16,0,357,75,22.31,188,189.89,0,2,40,23,1,0,16,366,467,17,3/18,27.47,7.65,21.52,0,0
2017,Sunil Narine,16,1,224,54,17.23,130,172.3,0,1,34,10,4,0,16,354,412,10,2/29,41.2,6.98,35.4,0,0
2016,Sunil Narine,11,3,7,4,7,13,53.84,0,0,0,0,2,0,11,257,304,11,3/26,27.63,7.09,23.36,0,0
2015,Sunil Narine,8,1,0,0*,0,1,0,0,0,0,0,1,0,8,192,234,7,4/19,33.42,7.31,27.42,1,0
2014,Sunil Narine,16,3,10,6,5,14,71.42,0,0,0,0,2,0,16,384,407,21,4/20,19.38,6.35,18.28,2,0
2013,Sunil Narine,16,3,21,13,7,19,110.52,0,0,0,2,6,0,16,384,350,22,4/13,15.9,5.46,17.45,2,0
2012,Sunil Narine,15,1,9,9*,9,7,128.57,0,0,2,0,1,0,15,355,324,24,5/19,13.5,5.47,14.79,1,1
2023,Vaibhav Arora,5,2,3,2*,0,2,150,0,0,0,0,3,0,5,96,146,5,2/30,29.2,9.13,19.2,0,0
2022,Vaibhav Arora,5,2,5,2,2.50,13,38.46,0,0,0,0,1,0,5,107,164,3,2/21,54.67,9.2,35.67,0,0
2024,Varun Chakaravarthy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,24,55,1,1/55,55,13.75,24,0,0
2023,Varun Chakaravarthy,14,1,1,1,1.00,9,11.11,0,0,0,0,4,0,14,316,429,20,4/15,21.45,8.15,15.8,1,0
2022,Varun Chakaravarthy,11,4,12,10*,0,18,66.67,0,0,2,0,2,0,11,234,332,6,1/22,55.33,8.51,39,0,0
2021,Varun Chakaravarthy,17,2,2,2*,2.00,4,50.00,0,0,0,0,1,0,17,408,448,18,3/13,24.88,6.58,22.66,0,0
2020,Varun Chakaravarthy,13,1,10,7*,5.00,15,66.66,0,0,0,0,3,0,13,312,356,17,5/20,20.94,6.84,18.35,0,1
2019,Varun Chakaravarthy,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,18,35,1,1/35,35,11.66,18,0,0
2024,Mitchell Starc,1,1,6,6*,0,3,200,0,0,1,0,0,0,1,24,53,0,0/53,0,13.25,0,0,0
2015,Mitchell Starc,13,2,11,9*,11.00,14,78.57,0,0,1,0,7,0,13,258,291,20,4/15,14.55,6.76,12.90,1,0
2014,Mitchell Starc,14,3,85,29,14.16,84,101.19,0,0,9,0,9,0,14,322,402,14,2/21,28.71,7.49,23.00,0,0
2023,Chetan Sakariya,2,1,4,4,4.00,6,66.67,0,0,1,0,0,0,2,48,89,3,2/53,29.67,11.13,16,0,0
2022,Chetan Sakariya,3,0,0,0,0,0,0,0,0,0,0,2,0,3,66,84,3,2/23,28,7.64,22,0,0
2021,Chetan Sakariya,14,1,16,7,3.20,25,64.00,0,0,2,0,4,0,14,312,426,14,3/31,30.42,8.19,22.28,0,0
2024,KL Rahul,1,0,58,58,58,44,131.82,0,1,4,2,2,0,1,0,0,0,0,0,0,0,0,0
2023,KL Rahul,9,1,274,74,34.25,242,113.22,0,2,28,4,4,0,9,0,0,0,0,0,0,0,0,0
2022,KL Rahul,15,3,616,103*,51.33,455,135.38,2,4,45,30,9,0,15,0,0,0,0,0,0,0,0,0
2021,KL Rahul,13,3,626,98*,62.6,451,138.8,0,6,48,30,11,0,13,0,0,0,0,0,0,0,0,0
2020,KL Rahul,14,2,670,132*,55.83,518,129.34,1,5,58,23,10,0,14,0,0,0,0,0,0,0,0,0
2019,KL Rahul,14,3,593,100*,53.9,438,135.38,1,6,49,25,7,0,14,0,0,0,0,0,0,0,0,0
2018,KL Rahul,14,2,659,95*,54.91,416,158.41,0,6,66,32,10,1,14,0,0,0,0,0,0,0,0,0
2016,KL Rahul,14,3,397,68*,44.11,271,146.49,0,4,37,16,5,4,14,0,0,0,0,0,0,0,0,0
2015,KL Rahul,9,3,142,44*,28.4,126,112.69,0,0,8,5,1,0,9,0,0,0,0,0,0,0,0,0
2014,KL Rahul,11,0,166,46,20.75,164,101.21,0,0,12,3,4,0,11,0,0,0,0,0,0,0,0,0
2013,KL Rahul,5,0,20,12,10,16,125,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Devdutt Padikkal,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Devdutt Padikkal,11,1,261,52,26.1,200,130.5,0,2,31,6,4,0,11,0,0,0,0,0,0,0,0,0
2022,Devdutt Padikkal,17,0,376,54,22.12,306,122.88,0,1,40,14,5,0,17,0,0,0,0,0,0,0,0,0
2021,Devdutt Padikkal,14,1,411,101*,31.61,328,125.3,1,1,44,14,7,0,14,0,0,0,0,0,0,0,0,0
2020,Devdutt Padikkal,15,0,473,74,31.53,379,124.8,0,5,51,8,8,0,15,0,0,0,0,0,0,0,0,0
2024,Quinton de Kock,1,0,4,4,4,5,80,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Quinton de Kock,4,0,143,70,35.75,102,140.2,0,1,10,8,2,1,4,0,0,0,0,0,0,0,0,0
2022,Quinton de Kock,15,1,508,140*,36.29,341,148.97,1,3,47,23,12,1,15,0,0,0,0,0,0,0,0,0
2021,Quinton de Kock,11,1,297,70*,29.7,256,116.01,0,2,29,7,4,2,11,0,0,0,0,0,0,0,0,0
2020,Quinton de Kock,16,2,503,78*,35.92,358,140.5,0,4,46,22,18,4,16,0,0,0,0,0,0,0,0,0
2019,Quinton de Kock,16,1,529,81,35.26,398,132.91,0,4,45,25,17,2,16,0,0,0,0,0,0,0,0,0
2018,Quinton de Kock,8,0,201,53,25.12,162,124.07,0,1,20,8,7,3,8,0,0,0,0,0,0,0,0,0
2016,Quinton de Kock,13,1,445,108,37.08,327,136.08,1,3,52,13,2,2,13,0,0,0,0,0,0,0,0,0
2015,Quinton de Kock,3,0,122,69,40.66,77,158.44,0,2,18,4,0,0,3,0,0,0,0,0,0,0,0,0
2014,Quinton de Kock,7,0,153,48,21.85,130,117.69,0,0,19,4,2,0,7,0,0,0,0,0,0,0,0,0
2013,Quinton de Kock,3,0,6,4,2,15,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Nicholas Pooran,1,1,64,64*,0,41,156.1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0
2023,Nicholas Pooran,15,3,358,62,29.83,207,172.95,0,2,26,26,6,3,15,0,0,0,0,0,0,0,0,0
2022,Nicholas Pooran,14,5,306,64*,38.25,212,144.34,0,2,16,21,8,1,14,0,0,0,0,0,0,0,0,0
2021,Nicholas Pooran,12,0,85,32,7.72,76,111.84,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0
2020,Nicholas Pooran,14,4,353,77,35.30,208,169.71,0,2,23,25,7,0,14,0,0,0,0,0,0,0,0,0
2019,Nicholas Pooran,7,0,168,48,28.00,107,157,0,0,10,14,1,0,7,0,0,0,0,0,0,0,0,0
2019,Ashton Turner,4,1,3,3*,1,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No stats,Ashton Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Ayush Badoni,1,0,1,1,1,5,20,0,0,0,0,0,0,1,6,6,0,0/6,0,6.00,0,0,0
2023,Ayush Badoni,15,2,238,59*,23.8,172,138.37,0,1,13,12,2,0,15,1,0,0,0/0,0,0,0,0,0
2022,Ayush Badoni,13,3,161,54,20.13,130,123.85,0,1,11,7,9,0,13,12,11,2,1/5,5.50,5.50,6.00,0,0
2024,Deepak Hooda,1,0,26,26,26,13,200,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0
2023,Deepak Hooda,12,1,84,17,7.64,90,93.33,0,0,3,2,10,0,12,6,8,0,0/8,0,8.00,0,0,0
2022,Deepak Hooda,15,0,451,59,32.21,330,136.67,0,4,36,18,8,0,15,24,43,1,1/31,43.00,10.75,24.00,0,0
2021,Deepak Hooda,12,1,160,64,16,123,130.08,0,1,9,9,7,0,12,96,136,2,1/15,68.00,8.50,48.00,0,0
2020,Deepak Hooda,7,4,101,62*,101,71,142.25,0,1,5,5,3,0,7,6,9,0,0/9,0,9.00,0,0,0
2019,Deepak Hooda,11,1,64,20,10.66,63,101.58,0,0,5,1,10,0,11,12,21,1,1/13,21.00,10.50,12.00,0,0
2018,Deepak Hooda,9,4,87,32*,21.75,81,107.4,0,0,2,3,3,0,9,18,24,0,0/8,0,8.00,0,0,0
2017,Deepak Hooda,10,3,78,19*,26,52,150,0,0,5,4,5,0,10,24,42,2,1/7,21.00,10.50,12.00,0,0
2016,Deepak Hooda,17,1,144,34,10.28,121,119,0,0,9,5,3,0,17,78,97,3,2/16,32.33,7.46,26.00,0,0
2015,Deepak Hooda,14,0,151,54,16.77,95,158.94,0,1,6,11,1,0,14,91,129,1,1/35,129.00,8.50,91.00,0,0
2023,Krishnappa Gowtham,7,3,61,23,15.25,37,164.86,0,0,2,5,6,0,7,96,118,3,1/10,39.33,7.38,32,0,0
2022,Krishnappa Gowtham,4,0,0,0,0,1,0,0,0,0,0,4,0,4,72,99,5,2/30,19.8,8.25,14.4,0,0
2020,Krishnappa Gowtham,2,1,42,22*,42,27,155.55,0,0,3,2,0,0,2,48,84,1,1/45,84,10.5,48,0,0
2019,Krishnappa Gowtham,7,1,18,9,6,19,94.73,0,0,1,1,0,0,7,120,166,1,1/32,166,8.3,120,0,0
2018,Krishnappa Gowtham,15,4,126,33*,14,64,196.87,0,0,9,9,10,0,15,240,312,11,2/12,28.36,7.8,21.81,0,0
2024,Krunal Pandya,1,1,3,3*,0,5,60,0,0,0,0,1,0,1,24,19,0,0/19,0,4.75,0,0,0
2023,Krunal Pandya,15,4,188,49,18.80,165,113.94,0,0,15,6,8,0,15,252,313,9,3/18,34.78,7.45,28.00,0,0
2022,Krunal Pandya,14,4,183,42,20.33,145,126.21,0,0,16,4,7,0,14,228,265,10,3/19,26.50,6.97,22.80,0,0
2021,Krunal Pandya,13,2,143,39,14.30,123,116.26,0,0,10,6,6,0,13,199,265,5,1/13,53.00,7.98,39.80,0,0
2020,Krunal Pandya,16,6,109,34,18.16,92,118.47,0,0,9,5,4,0,16,301,380,6,2/26,63.33,7.57,50.16,0,0
2019,Krunal Pandya,16,4,183,42,16.63,150,122,0,0,18,5,5,0,16,276,335,12,3/34,27.91,7.28,23.00,0,0
2018,Krunal Pandya,14,3,228,41*,22.80,157,145.22,0,0,22,10,9,0,14,241,284,12,3/28,23.66,7.07,20.08,0,0
2017,Krunal Pandya,13,4,243,47,34.71,179,135.75,0,0,24,7,2,0,13,240,273,10,3/14,27.30,6.82,24.00,0,0
2016,Krunal Pandya,12,3,237,86,39.50,124,191.12,0,1,22,13,2,0,12,187,236,6,2/15,39.33,7.57,31.16,0,0
2023,Kyle Mayers,13,0,379,73,29.15,263,144.11,0,4,38,22,2,0,13,42,59,0,0/4,0,8.43,0,0,0
2024,Marcus Stoinis,1,0,3,3,3,4,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Marcus Stoinis,15,2,408,89*,31.38,272,150,0,3,28,27,4,0,15,65,100,5,2/20,20.00,9.23,13.00,0,0
2022,Marcus Stoinis,11,2,156,38*,19.5,106,147.17,0,0,7,13,4,0,11,42,79,4,3/23,19.75,11.29,10.50,0,0
2021,Marcus Stoinis,10,3,89,27*,22.25,72,123.61,0,0,11,1,2,0,10,67,117,2,1/7,58.50,10.47,33.50,0,0
2020,Marcus Stoinis,17,3,352,65,25.14,237,148.52,0,3,31,16,3,0,17,178,283,13,3/26,21.76,9.53,13.69,0,0
2019,Marcus Stoinis,10,6,211,46*,52.75,156,135.25,0,0,14,10,2,0,10,100,145,2,1/13,72.50,8.70,50.00,0,0
2018,Marcus Stoinis,7,3,99,29*,24.75,76,130.26,0,0,6,4,2,0,7,66,120,3,1/15,40.00,10.90,22.00,0,0
2017,Marcus Stoinis,5,0,17,9,5.66,24,70.83,0,0,1,0,3,0,5,63,110,2,1/28,55.00,10.47,31.50,0,0
2016,Marcus Stoinis,7,1,146,52,36.5,108,135.18,0,1,13,4,0,0,7,138,194,8,4/15,24.25,8.43,17.25,1,0
2023,Mohd. Arshad Khan,6,1,18,15*,9,15,120,0,0,0,1,2,0,6,85,190,5,3/39,38,13.41,17,0,0
2023,Prerak Mankad,5,2,93,64*,31.00,72,129.17,0,1,12,2,5,0,5,0,0,0,0,0,0,0,0,0
2022,Prerak Mankad,1,1,4,4*,0,1,400,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,Yudhvir Singh,3,0,1,1,0.5,2,50,0,0,0,0,0,0,3,48,70,3,2/19,23.33,8.75,16,0,0
No stats,Arshin Kulkarni,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2023,David Willey,4,3,35,20*,0,32,109.38,0,0,4,0,1,0,4,90,105,3,2/16,35,7,30,0,0
2022,David Willey,4,0,18,18,9.00,30,60,0,0,3,0,1,0,4,66,72,1,1/29,72,6.55,66,0,0
2018,David Willey,3,0,0,0,0.00,0,0,0,0,0,0,2,0,3,60,95,2,1/24,47.5,9.5,30,0,0
2022,Shivam Mavi,6,1,3,2,1.5,7,42.86,0,0,0,0,4,0,6,132,227,5,1/33,45.4,10.32,26.4,0,0
2021,Shivam Mavi,9,0,25,20,12.5,20,125,0,0,2,2,5,0,9,193,233,11,4/21,21.18,7.24,17.54,1,0
2020,Shivam Mavi,8,1,10,9,5,14,71.42,0,0,1,0,4,0,8,156,212,9,2/15,23.55,8.15,17.33,0,0
2018,Shivam Mavi,9,1,13,7,4.33,15,86.66,0,0,1,0,3,0,9,168,270,5,1/14,54,9.64,33.6,0,0
No stats,Shamar Joseph,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
No stats,Mayank Yadav,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Mohsin Khan,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,45,1,1/45,45,11.25,24,0,0
2023,Mohsin Khan,5,0,0,0,0.00,7,0.00,0,0,0,0,0,0,5,60,107,3,1/24,35.67,10.7,20,0,0
2022,Mohsin Khan,9,2,23,13*,23.00,16,143.75,0,0,2,1,1,0,9,198,197,14,4/16,14.07,5.97,14.14,1,0
2024,Ravi Bishnoi,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,38,1,1/38,38,9.5,24,0,0
2023,Ravi Bishnoi,15,4,20,5,6.67,27,74.07,0,0,1,0,9,0,15,303,391,16,3/28,24.44,7.74,18.94,0,0
2022,Ravi Bishnoi,14,1,0,0*,0,1,0.00,0,0,0,0,3,0,14,324,456,13,2/22,35.08,8.44,24.92,0,0
2021,Ravi Bishnoi,9,0,1,1,1.00,4,25.00,0,0,0,0,2,0,9,210,222,12,3/24,18.5,6.34,17.5,0,0
2020,Ravi Bishnoi,14,2,7,6*,7.00,12,58.33,0,0,1,0,2,0,14,306,376,12,3/29,31.33,7.37,25.5,0,0
2024,Yash Thakur,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,43,0,0/43,0,14.33,0,0,0
2023,Yash Thakur,9,0,0,0,0,0,0,0,0,0,0,1,0,9,191,289,13,4/37,22.23,9.08,14.69,1,0
2023,Amit Mishra,7,0,19,19,19,30,63.33,0,0,2,0,2,0,7,114,149,7,2/21,21.29,7.84,16.29,0,0
2019,Amit Mishra,11,2,21,8,10.5,24,87.5,0,0,2,0,1,0,11,240,270,11,3/17,24.54,6.75,21.81,0,0
2018,Amit Mishra,10,1,1,1*,0,2,50,0,0,0,0,0,0,10,222,264,12,3/19,22,7.13,18.5,0,0
2017,Amit Mishra,14,5,49,13*,49,52,94.23,0,0,2,2,3,0,14,233,343,10,3/11,34.3,8.83,23.3,0,0
2016,Amit Mishra,14,0,4,3,2,14,28.57,0,0,0,0,3,0,14,276,344,13,4/11,26.46,7.47,21.23,1,0
2015,Amit Mishra,12,2,8,4,4,12,66.66,0,0,0,0,2,0,12,241,310,9,2/32,34.44,7.71,26.77,0,0
2014,Amit Mishra,10,1,4,4*,4,7,57.14,0,0,0,0,0,0,10,225,340,7,2/23,48.57,9.06,32.14,0,0
2013,Amit Mishra,17,2,89,30,14.83,96,92.7,0,0,9,0,2,0,17,372,394,21,4/19,18.76,6.35,17.71,1,0
2012,Amit Mishra,14,2,16,8*,5.33,20,80,0,0,1,0,1,0,14,282,377,13,3/32,29,8.02,21.69,0,0
2011,Amit Mishra,14,5,68,25*,17,49,138.77,0,0,9,1,2,0,14,320,358,19,4/9,18.84,6.71,16.84,1,0
2010,Amit Mishra,14,3,39,12,9.75,51,76.47,0,0,1,0,4,0,14,318,363,17,3/25,21.35,6.84,18.7,0,0
2009,Amit Mishra,11,2,26,13*,8.66,20,130,0,0,2,2,2,0,11,253,294,14,3/14,21,6.97,18.07,0,0
2008,Amit Mishra,6,0,37,31,12.33,42,88.09,0,0,3,0,2,0,6,119,142,11,5/17,12.9,7.15,10.81,0,1
2021,Amit Mishra,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,109,6,4/24,18.16,7.78,14,1,0
2020,Amit Mishra,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,72,3,2/35,24,7.2,20,0,0
2024,Naveen Ul Haq,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,41,2,2/41,20.5,10.25,12,0,0
2023,Naveen Ul Haq,8,2,16,13,16.00,21,76.19,0,0,2,0,2,0,8,168,219,11,4/38,19.91,7.82,15.27,1,0
No stats,M. Siddharth,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024,Rohit Sharma,1,0,43,43,43,29,148.28,0,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,Rohit Sharma,16,0,332,65,20.75,250,132.8,0,2,35,17,1,0,16,0,0,0,0,0,0,0,0,0
2022,Rohit Sharma,14,0,268,48,19.14,223,120.18,0,0,28,13,7,0,14,0,0,0,0,0,0,0,0,0
2021,Rohit Sharma,13,0,381,63,29.3,299,127.42,0,1,33,14,1,0,13,7,13,0,0/4,0,11.14,0,0,0
2020,Rohit Sharma,12,0,332,80,27.66,260,127.69,0,3,27,19,6,0,12,0,0,0,0,0,0,0,0,0
2019,Rohit Sharma,15,1,405,67,28.92,315,128.57,0,2,52,10,4,0,15,0,0,0,0,0,0,0,0,0
2018,Rohit Sharma,14,2,286,94,23.83,215,133.02,0,2,25,12,8,0,14,0,0,0,0,0,0,0,0,0
2017,Rohit Sharma,17,2,333,67,23.78,273,121.97,0,3,31,9,10,0,17,0,0,0,0,0,0,0,0,0
2016,Rohit Sharma,14,3,489,85*,44.45,368,132.88,0,5,49,16,2,0,14,0,0,0,0,0,0,0,0,0
2015,Rohit Sharma,16,2,482,98*,34.42,333,144.74,0,3,41,21,5,0,16,0,0,0,0,0,0,0,0,0
2014,Rohit Sharma,15,2,390,59*,30,302,129.13,0,3,31,16,5,0,15,18,26,1,1/20,26.00,8.66,18.00,0,0
2013,Rohit Sharma,19,5,538,79*,38.42,409,131.54,0,4,35,28,7,0,19,8,6,0,0/1,0,4.50,0,0,0
2012,Rohit Sharma,17,2,433,109*,30.92,342,126.6,1,3,39,18,13,0,17,6,16,0,0/16,0,16.00,0,0,0
2011,Rohit Sharma,16,3,372,87,33.81,297,125.25,0,3,32,13,7,0,16,48,53,0,0/14,0,13.25,0,0,0
2010,Rohit Sharma,16,2,404,73,28.85,302,133.77,0,3,36,14,9,0,16,114,153,2,1/19,76.50,8.05,57.00,0,0
2009,Rohit Sharma,16,3,362,52,27.84,315,114.92,0,1,22,18,5,0,16,138,161,11,4/6,14.63,7.00,12.54,1,0
2008,Rohit Sharma,13,1,404,76*,36.72,273,147.98,0,4,38,19,8,0,13,24,25,1,1/25,25.00,6.25,24.00,0,0
2024,Dewald Brevis,1,0,46,46,46,38,121.05,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0
2022,Dewald Brevis,7,0,161,49,23,113,142.48,0,0,14,11,3,0,7,3,8,1,1/8,8.00,16.00,3.00,0,0
2023,Suryakumar Yadav,16,2,605,103*,43.21,334,181.14,1,5,65,28,6,0,16,0,0,0,0,0,0,0,0,0
2022,Suryakumar Yadav,8,1,303,68*,43.29,208,145.67,0,3,23,16,3,0,8,0,0,0,0,0,0,0,0,0
2021,Suryakumar Yadav,14,0,317,82,22.64,221,143.43,0,2,40,10,5,0,14,0,0,0,0,0,0,0,0,0
2020,Suryakumar Yadav,16,3,480,79*,40,331,145.01,0,4,61,11,8,0,16,0,0,0,0,0,0,0,0,0
2019,Suryakumar Yadav,16,2,424,71*,32.61,324,130.86,0,2,45,10,9,0,16,0,0,0,0,0,0,0,0,0
2018,Suryakumar Yadav,14,0,512,72,36.57,384,133.33,0,4,61,16,8,0,14,0,0,0,0,0,0,0,0,0
2017,Suryakumar Yadav,10,1,105,31,17.5,88,119.31,0,0,8,3,5,0,10,0,0,0,0,0,0,0,0,0
2016,Suryakumar Yadav,15,4,182,60,26,143,127.27,0,1,18,5,6,0,15,0,0,0,0,0,0,0,0,0
2015,Suryakumar Yadav,13,4,157,46*,17.44,113,138.93,0,0,12,8,7,0,13,0,0,0,0,0,0,0,0,0
2014,Suryakumar Yadav,16,5,164,34,32.8,117,140.17,0,0,16,5,7,0,16,6,8,0,0/8,0,8.00,0,0,0
2012,Suryakumar Yadav,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Ishan Kishan,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,Ishan Kishan,16,0,454,75,30.27,318,142.77,0,3,54,18,10,3,16,0,0,0,0,0,0,0,0,0
2022,Ishan Kishan,14,1,418,81*,32.15,348,120.11,0,3,45,11,13,0,14,0,0,0,0,0,0,0,0,0
2021,Ishan Kishan,10,1,241,84,26.77,180,133.88,0,2,21,10,3,0,10,0,0,0,0,0,0,0,0,0
2020,Ishan Kishan,14,4,516,99,57.33,354,145.76,0,4,36,30,1,0,14,0,0,0,0,0,0,0,0,0
